"emp_no","first_name","last_name","hire_date"
80686,"Sampalli","Auria","8/5/1986"
80692,"Arno","Haumacher","2/20/1986"
80694,"Susanta","Bednarek","9/13/1986"
80701,"Ramachenga","Domenig","1/2/1986"
80705,"Josyula","Shackel","9/4/1986"
80712,"Sahrah","Ranon","1/28/1986"
80722,"Yechiam","Bage","4/8/1986"
80725,"Lech","Naudin","10/17/1986"
80726,"Padma","DuCasse","10/26/1986"
80728,"Xiaopeng","Rodham","3/31/1986"
80730,"Satosi","Kolvik","10/11/1986"
80737,"Younwoo","Basart","2/5/1986"
80741,"Hironoby","Salvesen","3/16/1986"
80744,"Badri","Bauknecht","7/17/1986"
80748,"Guozhong","Pluym","4/27/1986"
80751,"Zhensheng","Swan","4/24/1986"
80752,"Zhenhua","Adachi","7/1/1986"
80759,"Uli","Thorelli","12/25/1986"
80763,"Bader","Merro","5/2/1986"
80766,"Tomofumi","Boyle","2/1/1986"
80767,"Vitali","Vitiello","1/29/1986"
80774,"Vishv","Pollacia","1/23/1986"
80781,"Xudong","Danner","6/13/1986"
80795,"Uli","Claffy","7/11/1986"
80806,"Hatim","Munoz","11/25/1986"
80808,"Toong","Kisuki","8/10/1986"
80813,"Guozhong","Pettis","10/5/1986"
80821,"Pantung","Peternell","5/19/1986"
80822,"Marsal","Byoun","1/24/1986"
80826,"Zijian","Lalonde","6/6/1986"
80827,"Zijian","Chinin","9/5/1986"
80834,"Sham","Reinhart","10/28/1986"
80841,"Tomofumi","Perng","2/4/1986"
80844,"Brigham","Hellwagner","1/29/1986"
80845,"Renee","Nollmann","11/15/1986"
80870,"Sajjad","Wynblatt","5/3/1986"
80894,"Kousuke","Georgakopoulos","7/3/1986"
80902,"Terresa","Auyong","6/2/1986"
80906,"Teunis","Pesch","11/4/1986"
80913,"Yongdong","Delgrande","2/19/1986"
80916,"Paloma","Perna","12/29/1986"
80924,"Valdiodio","Rahimi","11/20/1986"
80930,"Lucian","Kolinko","5/5/1986"
80934,"Gurbir","Foong","11/26/1986"
80940,"Kazuhiko","Smeets","9/28/1986"
80954,"Roselyn","Perez","6/27/1986"
80959,"Mrinalini","Laventhal","5/4/1986"
80971,"Mountaz","Rijckaert","7/22/1986"
80981,"Fumitake","Niizuma","5/30/1986"
80982,"Sanjeeva","Kobara","7/31/1986"
80987,"Zito","Gulla","4/24/1986"
80988,"Jamaludin","Benveniste","11/10/1986"
80991,"Marco","Schreiter","8/29/1986"
80992,"Bangqing","Keirsey","2/5/1986"
80996,"Rutger","Magliocco","8/1/1986"
81000,"Neelam","Thisen","4/13/1986"
81004,"Ottavia","Perna","7/24/1986"
81020,"Michaela","Hiroyama","10/8/1986"
81021,"Perry","Pavlopoulou","8/18/1986"
81025,"Kauko","Nitta","5/15/1986"
81032,"Barna","Swick","9/19/1986"
81033,"Georg","Perez","5/11/1986"
81036,"Alassane","Fargier","12/20/1986"
81045,"Jinxi","Vickson","9/29/1986"
81049,"Takahito","Claffy","2/3/1986"
81050,"Moti","Sridhar","7/26/1986"
81068,"Uno","Ecklund","10/23/1986"
81076,"Oldrich","Tibblin","6/19/1986"
81081,"Uno","Bahl","1/31/1986"
81084,"Kwangsub","Theuretzbacher","5/6/1986"
81097,"Renee","Setia","10/7/1986"
81113,"Sarita","Hofting","7/3/1986"
81124,"Toshimitsu","Wilfing","10/28/1986"
81126,"Kitty","Ushiama","3/24/1986"
81127,"Chuanyi","Seiwald","10/29/1986"
81142,"Heon","Zastre","11/17/1986"
81144,"Ashish","Heinisuo","1/4/1986"
81172,"Zhensheng","Lakshmanan","12/26/1986"
81177,"Bodh","Berendt","12/20/1986"
81179,"Macha","Glowinski","2/6/1986"
81183,"Toong","Talmon","2/8/1986"
81189,"Serge","Broomell","4/13/1986"
81190,"Geoff","Wallrath","7/6/1986"
81203,"Ingemar","Bahi","4/25/1986"
81210,"Junsik","Prampolini","8/11/1986"
81221,"Srinidhi","Capobianchi","2/15/1986"
81230,"Geoff","Rotem","10/4/1986"
81235,"Filipe","Yoshizawa","7/14/1986"
81238,"Katsuyuki","Hemaspaandra","2/14/1986"
81245,"Matk","Krzyzanowski","8/10/1986"
81251,"Yaghout","Piazza","9/11/1986"
81254,"Jeanne","Engberts","9/29/1986"
81263,"Ingemar","Chachaty","9/24/1986"
81282,"Szabolcs","Karlin","11/24/1986"
81289,"Zhilian","Pardalos","7/26/1986"
81291,"Badri","Scallan","10/11/1986"
81292,"Ortrun","Copas","11/8/1986"
81299,"Visit","Ghemri","8/22/1986"
81302,"Jiakeng","Fabrizio","3/4/1986"
81317,"Oksana","Emiris","11/12/1986"
81322,"Sumali","Rodham","4/15/1986"
81329,"Divine","Gire","7/22/1986"
81336,"Lunjin","Papsdorf","10/27/1986"
81345,"Udi","Pews","1/10/1986"
81359,"Uta","Andreotta","1/14/1986"
81404,"Christophe","Jenevein","11/5/1986"
81416,"Kokou","Scallan","6/18/1986"
81428,"Nimmagadda","Angelopoulos","10/9/1986"
81438,"Mack","McClure","6/17/1986"
81441,"Gill","Baer","5/10/1986"
81461,"Vishu","Zedlitz","6/14/1986"
81472,"Shao","Litzler","4/10/1986"
81475,"Sigeru","Sidhu","11/5/1986"
81491,"Chenye","Radwan","5/6/1986"
81494,"Hatsukazu","Litzkow","11/21/1986"
81500,"Aran","Katzenelson","12/26/1986"
81509,"Munehiko","Trachtenberg","2/18/1986"
81515,"Aron","Flanders","2/25/1986"
81519,"Udi","Jumpertz","7/20/1986"
81537,"Beshir","Pezzoli","7/7/1986"
81541,"Nobuyoshi","Akaboshi","6/1/1986"
81542,"Akemi","Monkewich","11/30/1986"
81570,"Luise","Potthoff","10/11/1986"
81574,"Zhenbing","Coors","6/14/1986"
81590,"Radoslaw","Rebaine","11/18/1986"
81599,"Oldrich","Emmerich","3/23/1986"
81620,"Udaiprakash","Takkinen","9/8/1986"
81622,"Shaunak","Perl","10/10/1986"
81632,"Mari","Danlos","10/17/1986"
81645,"Jasminko","Reinhart","9/21/1986"
81649,"Xuedong","Krohn","4/18/1986"
81660,"Arno","Schaap","1/29/1986"
81664,"Babette","Isard","2/24/1986"
81666,"Holgard","Zastre","3/6/1986"
81674,"Mizuhito","Peternell","12/21/1986"
81680,"Elliott","Rosti","3/29/1986"
81716,"Marc","Papsdorf","11/25/1986"
81718,"Koldo","Laurillard","7/2/1986"
81719,"Slavian","Shihab","3/14/1986"
81724,"Kellie","Griswold","3/30/1986"
81733,"Jiakeng","Puppe","9/19/1986"
81747,"Vitali","Tanemo","5/19/1986"
81756,"Shigehito","DiGiano","12/13/1986"
81757,"Gaetan","McDermid","4/24/1986"
81768,"Wuxu","Norsworthy","8/16/1986"
81826,"Yinghua","Conry","10/25/1986"
81827,"Huai","Gluchowski","9/4/1986"
81839,"Leah","Curless","11/25/1986"
81845,"Aruna","Etalle","9/28/1986"
81855,"Gadiel","Egerstedt","9/9/1986"
81856,"Masamitsu","Maierhofer","3/31/1986"
81866,"Kazuhito","Luby","11/29/1986"
81868,"Mikhail","Rosar","10/31/1986"
81879,"Gil","Zumaque","2/2/1986"
81882,"Panayotis","Tanemo","3/5/1986"
81887,"Gio","Ghandeharizadeh","4/7/1986"
81894,"Limsoon","Murtagh","8/17/1986"
81900,"Mario","Bernatsky","10/19/1986"
81902,"Eberhardt","Lindenbaum","5/24/1986"
81904,"Bouchung","Rosis","3/26/1986"
81908,"Moni","Koshino","9/21/1986"
81915,"Garnet","Hettesheimer","10/16/1986"
81918,"Aiichiro","Lundstrom","8/21/1986"
81919,"Rafael","Lorho","6/2/1986"
81933,"Vatsa","Lunn","5/6/1986"
81940,"Ioana","Siksek","1/15/1986"
81947,"Jacqueline","Angiulli","5/14/1986"
81950,"Arnd","Maquelin","11/11/1986"
81953,"Leandro","Blokdijk","7/25/1986"
81984,"Soenke","Schusler","5/11/1986"
81988,"Lene","Pews","4/15/1986"
82006,"Leszek","Plesums","9/20/1986"
82011,"Adly","Nollmann","3/11/1986"
82024,"Yongqiao","Grospietsch","11/4/1986"
82027,"Henk","Ellozy","12/5/1986"
82033,"Kellyn","Zyda","9/2/1986"
82037,"Shahar","Streit","11/30/1986"
82045,"Tse","Bolsens","7/31/1986"
82050,"Lijie","Emden","10/14/1986"
82073,"Roselyn","Haraldson","7/5/1986"
82090,"Samphel","Iacovou","11/18/1986"
82097,"Shridhar","Blokdijk","1/24/1986"
82110,"Vugranam","Gecsel","4/11/1986"
82116,"Chiradeep","Shiratori","9/18/1986"
82119,"Christ","Dayana","12/18/1986"
82127,"Jackson","Munke","12/24/1986"
82133,"Fox","Sommer","1/13/1986"
82144,"Marek","Dusink","10/22/1986"
82145,"Zhongwei","Pagter","12/7/1986"
82155,"Jiong","Azevdeo","7/18/1986"
82162,"Shigeo","Kroft","6/6/1986"
82163,"Moon","Viele","5/29/1986"
82177,"IEEE","Vilarrasa","9/20/1986"
82187,"Stevo","Marakhovsky","4/13/1986"
82194,"Geoff","Eastman","5/25/1986"
82197,"Make","Guenter","12/15/1986"
82200,"Abdelwaheb","Perly","12/28/1986"
82212,"Sastry","Rehfuss","8/22/1986"
82225,"Ronnie","Fendler","12/26/1986"
82237,"Shen","Zaccaria","3/14/1986"
82240,"Herb","Kakkar","1/26/1986"
82241,"Serenella","Weedon","10/14/1986"
82244,"Arvin","Shiratori","1/14/1986"
82246,"Duri","Shiratori","10/13/1986"
82254,"Lein","Lorcy","12/11/1986"
82255,"Amabile","Sudbeck","1/17/1986"
82262,"Masanao","Przulj","1/13/1986"
82275,"Herb","Nastansky","11/1/1986"
82277,"JoAnna","Silva","8/23/1986"
82278,"Tomokazu","Murillo","1/15/1986"
82284,"Florina","Peak","3/12/1986"
82288,"Xinglin","Ponthieu","1/18/1986"
82291,"Brigham","Maquelin","2/19/1986"
82309,"Hideyuki","Ramsak","11/4/1986"
82318,"Branimir","Hashii","3/20/1986"
82321,"Angus","Vakili","3/22/1986"
82324,"Ashish","Knightly","4/12/1986"
82349,"Tsz","Birjandi","10/21/1986"
82360,"Kellyn","Schmiedel","7/3/1986"
82362,"Denis","Chinal","10/30/1986"
82366,"Eberhardt","Haumacher","5/23/1986"
82367,"Miyeon","Halloran","11/2/1986"
82371,"Frederique","Erev","5/17/1986"
82377,"Zhonghui","Detkin","8/20/1986"
82385,"Sanjai","Biran","12/17/1986"
82392,"Susuma","Beznosov","11/10/1986"
82393,"Parke","Fujisaki","6/17/1986"
82413,"Stabislas","McFarlin","7/19/1986"
82418,"Dekang","Waymire","10/31/1986"
82433,"Chuanyi","Staelin","3/24/1986"
82443,"Vincent","Perry","2/14/1986"
82459,"Manohar","Pettit","4/19/1986"
82475,"Nechama","Kilgore","12/14/1986"
82492,"Hairong","Stellhorn","5/7/1986"
82500,"Christoper","Merle","12/14/1986"
82503,"Magy","Birrer","9/14/1986"
82504,"Jixiang","Gulla","2/21/1986"
82514,"Gita","Anandan","2/1/1986"
82528,"Renny","Baaz","4/7/1986"
82530,"Ioana","Morton","9/28/1986"
82548,"Siddarth","Vecchio","4/23/1986"
82555,"Fabrizio","Kavraki","4/14/1986"
82562,"Szabolcs","Landherr","8/31/1986"
82570,"Eric","Pews","5/1/1986"
82583,"Zhiguo","Stellhorn","4/22/1986"
82585,"Berry","Bodoff","6/28/1986"
82588,"Toong","Suri","8/15/1986"
82597,"Armond","Chandrasekhar","5/23/1986"
82609,"Kazuhide","Marzano","6/3/1986"
82614,"Hiroyasu","Segond","12/5/1986"
82634,"Volkmar","Plesums","1/27/1986"
82646,"Shugo","Plump","7/27/1986"
82647,"Feipei","Hettesheimer","10/7/1986"
82658,"Hatsukazu","Thibadeau","3/27/1986"
82665,"Adel","Lanphier","8/30/1986"
82676,"Diederik","Kragelund","7/12/1986"
82684,"Kerhong","Azadmanesh","9/27/1986"
82704,"Marla","Lunn","1/14/1986"
82705,"Ingmar","Ladret","6/16/1986"
82716,"Mona","Luga","4/20/1986"
82719,"Otilia","Pramanik","4/2/1986"
82720,"Eran","Stentiford","12/31/1986"
82721,"Arvind","Showalter","12/17/1986"
82723,"Maya","Azumi","6/9/1986"
82730,"Sampalli","Rajcani","5/8/1986"
82740,"Serenella","Beetstra","11/28/1986"
82741,"Heping","Krychniak","5/18/1986"
82751,"Nirmal","Haumacher","8/8/1986"
82761,"Mabry","Underwood","1/22/1986"
82762,"Otmar","Ducloy","9/25/1986"
82763,"Shuji","Gips","4/26/1986"
82776,"Manton","Vieth","11/21/1986"
82781,"Anyuan","Dalphin","8/15/1986"
82790,"Mana","Kalorkoti","5/26/1986"
82799,"Bezalel","Argence","11/20/1986"
82812,"Heather","Morrey","1/22/1986"
82817,"Narain","Matteis","4/3/1986"
82818,"Wanqing","Kenevan","12/9/1986"
82825,"Yannis","Rattan","4/23/1986"
82831,"Bader","Melski","9/13/1986"
82852,"Zhenhua","Cools","1/24/1986"
82853,"Suvo","Osgood","2/3/1986"
82858,"TRUE","Taubman","6/25/1986"
82886,"Rayond","Pettis","10/4/1986"
82910,"Vivian","Papastamatiou","5/6/1986"
82913,"Luerbio","Gammage","1/31/1986"
82916,"Sahrah","Giveon","10/21/1986"
82918,"Charlene","Uludag","1/6/1986"
82933,"Tesuya","Zobel","3/16/1986"
82953,"Kristinn","Gunderson","10/13/1986"
82956,"Sudhanshu","Sundgren","8/3/1986"
82970,"Qiwen","Servieres","2/18/1986"
82979,"Magdalena","Yeung","2/26/1986"
82986,"Fumiko","Cools","10/12/1986"
82992,"Jixiang","Marwedel","11/12/1986"
83000,"Apostol","Talmor","8/26/1986"
83006,"Miyeon","Pelz","10/18/1986"
83010,"Aral","Kriebel","5/4/1986"
83014,"Leif","Whitcomb","4/21/1986"
83035,"Mart","Lamparter","2/1/1986"
83046,"Bodh","Tyugu","6/4/1986"
83059,"Ramzi","Capobianchi","3/26/1986"
83072,"Gererd","Bultermann","7/1/1986"
83090,"Yolla","Cools","2/11/1986"
83101,"Arco","Maierhofer","6/1/1986"
83107,"Barry","Brlek","10/30/1986"
83111,"Gian","Erie","1/14/1986"
83118,"Krisda","Chepyzhov","9/18/1986"
83120,"Shuky","Picht","3/20/1986"
83122,"Khun","Tasistro","4/30/1986"
83123,"Aemilian","Randt","2/18/1986"
83125,"Frederique","Staudhammer","5/12/1986"
83149,"Randy","McAlpine","4/15/1986"
83151,"Guther","Vakili","5/25/1986"
83165,"Subhada","Ligten","12/29/1986"
83181,"Weicheng","Gulik","5/2/1986"
83182,"Kousuke","Wielonsky","2/18/1986"
83208,"Niclas","Buchter","3/29/1986"
83222,"Geoff","Kuszyk","5/9/1986"
83244,"Constantine","Hiroyama","9/18/1986"
83276,"Gianluca","Waymire","11/10/1986"
83290,"Toong","Kornyak","2/19/1986"
83293,"Qingxiang","Conta","5/11/1986"
83309,"Golgen","Bergere","12/3/1986"
83323,"Vesna","Andreotta","9/14/1986"
83337,"Shuichi","Schrift","11/5/1986"
83342,"King","Piancastelli","5/6/1986"
83348,"Bokyung","Kuszyk","9/16/1986"
83355,"Kiyotoshi","Shiratori","12/31/1986"
83365,"Frazer","Ressouche","8/17/1986"
83366,"Mingdong","Tzvieli","5/8/1986"
83390,"Tayeb","Barvinok","8/13/1986"
83407,"Gino","Seuren","1/9/1986"
83411,"Tonny","Swiss","8/19/1986"
83416,"Gudjon","Kushner","9/20/1986"
83417,"Sanjai","Luck","2/25/1986"
83421,"Neelam","Speel","7/10/1986"
83425,"Kensei","Kroon","4/11/1986"
83444,"Yongmao","Akaboshi","1/19/1986"
83448,"Heping","Polajnar","2/13/1986"
83473,"Adhemar","Zykh","8/8/1986"
83476,"Steve","Porenta","10/13/1986"
83478,"Goa","Budinsky","4/6/1986"
83483,"Masoud","Adachi","8/5/1986"
83498,"Chenyi","Ramalingam","1/9/1986"
83508,"Dipankar","Kleiser","5/16/1986"
83510,"Izaskun","Gammage","11/10/1986"
83511,"Bartek","Erbe","10/23/1986"
83515,"Fay","Collavizza","5/7/1986"
83517,"Xuedong","Swen","12/19/1986"
83528,"Ulf","Braunmuhl","10/17/1986"
83533,"Eishiro","Peak","4/29/1986"
83541,"Xiaoqiang","Gimarc","3/17/1986"
83544,"Leaf","Baak","2/6/1986"
83546,"Maha","Kawashimo","4/12/1986"
83550,"Sukumar","Sommen","6/4/1986"
83556,"Palash","Ponthieu","9/1/1986"
83557,"Elvis","Candan","3/19/1986"
83573,"Slavian","Thummel","4/16/1986"
83584,"Bojan","Weiland","2/14/1986"
83589,"Sorina","Streng","3/17/1986"
83593,"Jianhua","Horswill","11/16/1986"
83595,"Divine","Koshino","3/25/1986"
83605,"Persi","Fordan","12/6/1986"
83607,"Toshimo","Kavvadias","11/11/1986"
83610,"Arch","Yemenis","10/8/1986"
83627,"Subhada","Lung","1/5/1986"
83643,"Jinxi","Tsukune","1/5/1986"
83645,"Nahum","Brendel","9/21/1986"
83664,"Sergi","Thummel","12/9/1986"
83669,"Kasidit","Zlotek","9/7/1986"
83691,"Siamak","Luga","6/29/1986"
83716,"Karlis","Mandell","9/1/1986"
83725,"Abdulah","Asmuth","1/27/1986"
83731,"Huican","Setiz","3/10/1986"
83740,"Itzchak","Takanami","8/9/1986"
83745,"Odoardo","Mitzlaff","1/9/1986"
83750,"Zsolt","Gulik","6/3/1986"
83756,"Constantijn","Esposito","6/13/1986"
83757,"Radhia","Zielinski","3/20/1986"
83760,"Ramachenga","Mandell","7/9/1986"
83768,"Mark","Ariola","3/5/1986"
83773,"Matk","Magalhaes","6/16/1986"
83776,"Irene","Onuegbe","8/9/1986"
83782,"Kazuyasu","Molenaar","10/14/1986"
83798,"Shigeo","Kropp","7/3/1986"
83805,"Manohar","Harllee","5/29/1986"
83806,"Froduald","Kumaresan","12/27/1986"
83818,"Kazuhito","Mahmud","12/11/1986"
83821,"Kazuhito","Gonthier","8/13/1986"
83822,"Menkae","Haddadi","9/7/1986"
83829,"Cristinel","Zielinski","3/15/1986"
83832,"Vasilis","Pepe","12/7/1986"
83850,"Mooi","Bugaenko","4/17/1986"
83856,"Udi","Ernst","3/31/1986"
83876,"Murthy","Leslie","12/16/1986"
83913,"Xuejia","Mitsuhashi","12/22/1986"
83915,"Kasidit","Hennings","4/13/1986"
83917,"Guther","Pollock","10/30/1986"
83921,"Shooichi","Thambidurai","11/13/1986"
83922,"Shunichi","Solovay","6/7/1986"
83932,"Yinlin","Gils","6/13/1986"
83934,"Mabhin","Edelhoff","12/13/1986"
83938,"Taisook","Benner","3/1/1986"
83942,"Steve","Morrow","7/7/1986"
83947,"Lucien","Usdin","10/20/1986"
83951,"Along","Esposito","12/24/1986"
83954,"Premal","Schueller","4/20/1986"
83972,"Xiaocheng","Slutz","6/12/1986"
83982,"Hitomi","Tsunoo","5/1/1986"
83991,"Arra","Parfitt","9/27/1986"
84002,"Lokesh","Dolinsky","11/25/1986"
84003,"Xiaoqiu","Percebois","3/17/1986"
84023,"Guiseppe","Baaleh","6/13/1986"
84031,"Aloke","Katiyar","9/12/1986"
84083,"Guenter","Thebaut","2/15/1986"
84088,"Sarita","Sichman","12/14/1986"
84111,"Shir","Serov","7/4/1986"
84116,"Remko","Cromarty","12/17/1986"
84130,"Danil","Nations","12/1/1986"
84138,"Jovan","Maginnis","5/6/1986"
84152,"Kiyokazu","Penttonen","7/20/1986"
84176,"Zissis","Openshaw","8/7/1986"
84197,"Dekang","Baer","12/19/1986"
84204,"Christoph","Lanteri","2/19/1986"
84207,"Gro","Czap","3/9/1986"
84224,"Jackson","Uhrik","8/27/1986"
84230,"Boriana","Denny","10/27/1986"
84253,"Randy","Shokrollahi","2/26/1986"
84255,"Ramalingam","Nations","6/5/1986"
84257,"Basant","Muhling","10/15/1986"
84260,"Gunilla","Boreale","6/26/1986"
84270,"Chaosheng","Terekhov","10/11/1986"
84277,"Nakhoon","Bardell","10/21/1986"
84279,"Jiafu","Sanella","10/31/1986"
84282,"Saddek","Mateescu","1/23/1986"
84283,"Gal","Slaats","6/12/1986"
84285,"Jaroslava","Velardi","4/22/1986"
84291,"Byong","Taneja","3/7/1986"
84293,"Udaiprakash","Bondorf","12/23/1986"
84294,"Gretta","Leonhardt","3/26/1986"
84300,"Kristine","Nyrup","10/21/1986"
84303,"Aimee","Ferriere","10/10/1986"
84305,"Minghong","Kalloufi","6/26/1986"
84307,"Parke","Wossner","10/31/1986"
84313,"Tadahiko","Masaki","3/2/1986"
84319,"Shichao","Percebois","11/11/1986"
84329,"Shugo","Lindqvist","1/3/1986"
84341,"Ulf","Serot","3/24/1986"
84355,"Hyuckchul","Kavraki","10/26/1986"
84370,"Fei","Reghbati","3/8/1986"
84383,"Samphel","Eickenmeyer","10/31/1986"
84396,"Leon","Seuren","3/1/1986"
84400,"Doowon","Brickell","8/28/1986"
84407,"Chaoyi","Plessier","12/7/1986"
84408,"Itzchak","Kruskal","12/1/1986"
84410,"Zhaofang","Lodder","8/7/1986"
84419,"Hailing","Foote","4/21/1986"
84436,"Anyuan","Hofstetter","5/12/1986"
84442,"Martien","Schlegelmilch","1/24/1986"
84459,"Amalendu","Barreiro","11/20/1986"
84471,"Sorina","Whitcomb","11/1/1986"
84480,"Gill","Schoegge","11/12/1986"
84487,"Apostol","Hashii","12/17/1986"
84494,"Janalee","Loncour","4/12/1986"
84495,"Jinya","Comyn","3/25/1986"
84505,"Shridhar","DasSarma","4/19/1986"
84526,"Angel","Kornyak","12/5/1986"
84536,"Ayonca","Fioravanti","6/18/1986"
84541,"Sandeepan","Oehlmann","11/4/1986"
84552,"Pramod","Sidou","5/18/1986"
84553,"Ekawit","Lamparter","7/31/1986"
84555,"Kerryn","Maksimenko","1/13/1986"
84562,"Badri","Jansch","2/16/1986"
84568,"Denny","Peltason","12/30/1986"
84578,"Shigeaki","Chorvat","5/18/1986"
84592,"Xinglin","Ressouche","6/21/1986"
84594,"Weiye","Biran","8/3/1986"
84596,"Poornachandra","Picht","5/26/1986"
84598,"Panayotis","Merli","1/7/1986"
84616,"Charmane","Litzler","7/19/1986"
84629,"Heon","Kaltofen","12/18/1986"
84630,"Vincent","Sifakis","7/23/1986"
84631,"Ger","Taneja","2/25/1986"
84646,"Amalendu","Swift","7/19/1986"
84647,"Szabolcs","Flasterstein","3/9/1986"
84654,"Zhenhua","Stifter","11/4/1986"
84656,"Danai","Lubachevsky","9/27/1986"
84657,"Shigeichiro","Lamparter","11/10/1986"
84674,"Jungsoon","Michaeli","9/26/1986"
84695,"Yuchang","Kohling","7/26/1986"
84700,"Jianhao","Openshaw","11/17/1986"
84702,"Tonny","Baaleh","2/14/1986"
84703,"Wuxu","Majewski","5/2/1986"
84714,"Tonny","Shiratori","12/17/1986"
84717,"Zhongwei","Attimonelli","11/1/1986"
84718,"Izaskun","Baar","9/12/1986"
84720,"Akemi","Champarnaud","4/30/1986"
84740,"Parto","Argence","9/27/1986"
84741,"Panayotis","Birjandi","11/13/1986"
84744,"Kiam","Usdin","3/10/1986"
84748,"Jianhao","Crelier","9/9/1986"
84749,"Waiman","Kitsuregawa","10/31/1986"
84767,"Brewster","Besselaar","1/18/1986"
84773,"Naraig","Frolund","2/7/1986"
84783,"Aamod","Shumilov","9/18/1986"
84789,"Sadok","Perl","6/15/1986"
84811,"Domenico","Frolund","10/9/1986"
84828,"Supot","Pezzoli","7/30/1986"
84834,"Aron","Puoti","9/18/1986"
84849,"Kenroku","Carrera","10/17/1986"
84852,"Kiam","Porotnikoff","5/28/1986"
84856,"Shigehito","Gips","12/1/1986"
84860,"Paris","Angot","9/28/1986"
84865,"Gennady","Gammage","7/23/1986"
84875,"Kokou","Brender","3/4/1986"
84880,"Shaunak","Schaad","4/12/1986"
84885,"Gaetan","Ambroszkiewicz","2/7/1986"
84903,"Billie","Macedo","10/3/1986"
84917,"Rafael","Fetvedt","6/7/1986"
84920,"Bedir","Uehara","5/2/1986"
84931,"Basem","Sommer","6/8/1986"
84933,"Sailaja","Plessier","7/12/1986"
84944,"Arto","Angiulli","5/5/1986"
84971,"Sreenivas","Hitomi","5/2/1986"
84972,"Lillian","Jervis","2/11/1986"
84974,"Baocai","Pell","4/16/1986"
84985,"Hideyuki","Slobodova","3/14/1986"
84987,"Pragnesh","Koprowski","3/30/1986"
84998,"Lillian","Rande","9/3/1986"
85017,"Falguni","Swiler","7/12/1986"
85020,"Tiina","Peir","3/27/1986"
85022,"Fumino","Rattan","10/24/1986"
85030,"Gill","Barreiro","4/2/1986"
85073,"Gregory","Kavanagh","6/20/1986"
85084,"Khosrow","Baaz","1/17/1986"
85085,"Ranga","Khalid","9/1/1986"
85096,"Xinglin","Feinberg","8/18/1986"
85111,"Sastry","Kavraki","5/10/1986"
85149,"Xumin","Millington","12/15/1986"
85154,"Moss","Narahara","4/24/1986"
85155,"Bikash","Lichtman","11/21/1986"
85159,"Kendra","Buescher","7/6/1986"
85168,"Maik","Sevcikova","4/12/1986"
85181,"Wayne","Stranks","9/9/1986"
85188,"Jagoda","Schade","1/31/1986"
85191,"Sasan","Prampolini","3/28/1986"
85194,"Subhada","Sifakis","5/10/1986"
85195,"Jiafu","Quadeer","11/12/1986"
85199,"Souichi","Barbanera","12/25/1986"
85203,"Joydip","Lenart","6/14/1986"
85204,"Moni","Silva","12/11/1986"
85205,"Conor","Streit","5/21/1986"
85206,"Shahar","Navazio","1/22/1986"
85208,"Dannz","Ghandeharizadeh","10/16/1986"
85219,"Anyuan","Zaiane","8/27/1986"
85220,"Kristin","Lipner","3/10/1986"
85227,"Roddy","Jullig","5/21/1986"
85229,"Taegyun","Linnainmaa","9/13/1986"
85244,"Magy","Kakkad","7/29/1986"
85249,"Amabile","Miyakawa","11/18/1986"
85269,"Tetsurou","Meszaros","6/5/1986"
85293,"Mostafa","Kirkerud","8/31/1986"
85300,"Panayotis","Domenig","11/27/1986"
85306,"Junsik","Shumilov","4/22/1986"
85307,"Anestis","Hiyoshi","9/6/1986"
85329,"Persi","Maginnis","9/16/1986"
85343,"Flemming","Lamparter","11/2/1986"
85347,"Heeju","Prochazka","4/4/1986"
85349,"Guenter","Jeansoulin","3/6/1986"
85377,"Ishfaq","Vecchio","4/25/1986"
85385,"Alper","Bennis","3/24/1986"
85391,"Aleksander","Glinert","4/18/1986"
85397,"Gaurav","Anandan","12/25/1986"
85406,"Serap","Matzke","5/8/1986"
85423,"Xiaopeng","Marchesini","3/8/1986"
85427,"Branimir","Gewali","10/22/1986"
85433,"Eberhardt","Stanfel","3/18/1986"
85476,"Kazunori","Farrag","8/30/1986"
85477,"Weiwu","Deville","9/19/1986"
85491,"Youssef","Bale","11/29/1986"
85511,"Uri","Ouhyoung","12/2/1986"
85512,"Kwun","Varker","2/28/1986"
85524,"Lillian","Tokunaga","3/9/1986"
85525,"Chenyi","Schlenzig","1/24/1986"
85527,"Shin","Socorro","11/9/1986"
85532,"Jinxi","Imataki","3/7/1986"
85535,"Shuho","Picaronny","5/17/1986"
85537,"Tzu","Bernatsky","3/26/1986"
85555,"Parke","Morrow","2/25/1986"
85570,"Shigehito","Karlin","4/5/1986"
85572,"Tristan","Kushner","7/9/1986"
85575,"Kiyotoshi","Matzov","6/3/1986"
85576,"Shuzo","Rindone","10/18/1986"
85586,"Constantino","Suwa","8/25/1986"
85609,"Otmar","Benner","5/12/1986"
85624,"Ayonca","Keustermans","6/1/1986"
85631,"Munehiro","Murtagh","7/31/1986"
85642,"Breannda","Adachi","4/29/1986"
85658,"Barton","Figueira","10/9/1986"
85681,"Yongmao","Conti","6/15/1986"
85685,"Kokou","Sichman","8/20/1986"
85700,"Lech","Nishimukai","2/4/1986"
85708,"Steen","Otillio","8/30/1986"
85725,"Khedija","Candan","8/16/1986"
85778,"Bernt","Babb","5/31/1986"
85787,"Youngkon","Kugler","6/24/1986"
85790,"Adil","Ranft","8/30/1986"
85796,"Honglan","Boissier","4/15/1986"
85805,"Mack","Nyanchama","11/26/1986"
